Cluster members	Cluster ID
UPI000DC5704D	UniRef90_I0KZP8
UPI000DC29BB8	UniRef90_I0KZP8
UPI000B5AF19D	UniRef90_I0KZP8
UPI000C17D286	UniRef90_I0KZP8
A0A1C4XAT0	UniRef90_A0A1C4XAT0
UPI0003A422EA	UniRef90_A0A1C4XAT0
A0A1C4S392	UniRef90_A0A1C4S392
A0A1C4S2U4	UniRef90_A0A1C4S2U4
A0A1C4YJZ5	UniRef90_A0A1C4YJZ5
A0A3N6FSK6	UniRef90_A0A3N6FSK6
A0A1C5CW86	UniRef90_A0A3N6FSK6
A0A1K1W8L4	UniRef90_A0A3N6FSK6
A0A2Z5JI64	UniRef90_A0A3N6FSK6
A0A1C4TBV6	UniRef90_A0A3N6FSK6
UPI000565B799	UniRef90_A0A3N6FSK6
A0A1C4VGE3	UniRef90_A0A1C4VGE3
UPI00102AD1E4	UniRef90_A0A1C4VGE3
D9TCR7	UniRef90_D9TCR7
A0A1Q5HIU7	UniRef90_D9TCR7
A0A1C4WCF6	UniRef90_D9TCR7
A0A365UTH5	UniRef90_D9TCR7
A0A1S1WS38	UniRef90_D9TCR7
A0A366KUC5	UniRef90_D9TCR7
A0A3E1YNV9	UniRef90_D9TCR7
A0A3M9KMI5	UniRef90_D9TCR7
A0A1C6TJK6	UniRef90_D9TCR7
A0A386WZS9	UniRef90_D9TCR7
W7W3G3	UniRef90_D9TCR7
A0A385AX76	UniRef90_D9TCR7
UPI000E307EAB	UniRef90_D9TCR7
UPI0001C44831	UniRef90_D9TCR7
UPI000568234A	UniRef90_D9TCR7
UPI000F5F775A	UniRef90_D9TCR7
UPI001075BF06	UniRef90_D9TCR7
UPI000CE39F35	UniRef90_D9TCR7
UPI000E0D777E	UniRef90_D9TCR7
UPI000EF62C85	UniRef90_D9TCR7
UPI00064C1D10	UniRef90_D9TCR7
UPI0004BF68A8	UniRef90_D9TCR7
UPI00083DCBAB	UniRef90_D9TCR7
UPI0007DB28B6	UniRef90_D9TCR7
A0A1C4VHD0	UniRef90_A0A1C4VHD0
A0A1C4T860	UniRef90_A0A1C4T860
UPI000B872352	UniRef90_A0A1C4T860
A0A1C4S6U7	UniRef90_A0A1C4S6U7
UPI000B8497A4	UniRef90_A0A1C4S6U7
A0A1C4T2G1	UniRef90_A0A1C4T2G1
UPI000B84FD8B	UniRef90_A0A1C4T2G1
A0A1C4TXN6	UniRef90_A0A1C4TXN6
A0A1C5AZ00	UniRef90_A0A1C4TXN6
UPI0009424414	UniRef90_A0A1C4TXN6
A0A1C5AUF3	UniRef90_A0A1C5AUF3
A0A1C4WNU6	UniRef90_A0A1C5AUF3
A0A1S8XVY0	UniRef90_A0A1C5AUF3
UPI0009E53B19	UniRef90_A0A1C5AUF3
UPI000EB5AD2A	UniRef90_A0A1C5AUF3
A0A1C4Z3C8	UniRef90_A0A1C4Z3C8
A0A328NRF8	UniRef90_A0A1C4Z3C8
A0A1C4XHV5	UniRef90_A0A1C4Z3C8
A0A3N9WQQ0	UniRef90_A0A1C4Z3C8
UPI0004C1A6F1	UniRef90_A0A1C4Z3C8
UPI000B830C64	UniRef90_A0A1C4Z3C8
UPI000DD4FDF6	UniRef90_A0A1C4Z3C8
UPI000DD6B174	UniRef90_A0A1C4Z3C8
UPI000DD76B35	UniRef90_A0A1C4Z3C8
UPI00102C402D	UniRef90_A0A1C4Z3C8
UPI000B5B0394	UniRef90_A0A1C4Z3C8
A0A385AKS2	UniRef90_A0A385AKS2
A0A366LJ02	UniRef90_A0A385AKS2
A0A3E1Z8A3	UniRef90_A0A385AKS2
A0A1Q5HSF7	UniRef90_A0A385AKS2
A0A365UXX7	UniRef90_A0A385AKS2
A0A1C6TBE1	UniRef90_A0A385AKS2
A0A3M9KR41	UniRef90_A0A385AKS2
A0A1S1WIX1	UniRef90_A0A385AKS2
A0A1C4U2A2	UniRef90_A0A385AKS2
W7W094	UniRef90_A0A385AKS2
UPI0005B924AE	UniRef90_A0A385AKS2
UPI0007DB395D	UniRef90_A0A385AKS2
UPI00083D3426	UniRef90_A0A385AKS2
UPI000CE2C74B	UniRef90_A0A385AKS2
UPI000EF561AB	UniRef90_A0A385AKS2
UPI001075A01F	UniRef90_A0A385AKS2
UPI0001C45CB8	UniRef90_A0A385AKS2
UPI000E0D08E7	UniRef90_A0A385AKS2
UPI00064BDC2D	UniRef90_A0A385AKS2
A0A2P8AT31	UniRef90_A0A2P8AT31
A0A1C6UZY8	UniRef90_A0A2P8AT31
A0A1C6UH12	UniRef90_A0A2P8AT31
A0A1C4Y8X8	UniRef90_A0A2P8AT31
A0A1C4XFC4	UniRef90_A0A1C4XFC4
UPI000B5B073A	UniRef90_A0A1C4XFC4
A0A328N1S5	UniRef90_A0A328N1S5
A0A318NAQ6	UniRef90_A0A328N1S5
A0A3N9WZI5	UniRef90_A0A328N1S5
A0A1C4WGQ2	UniRef90_A0A328N1S5
A0A328NHN1	UniRef90_A0A328N1S5
A0A3N9XZX8	UniRef90_A0A328N1S5
UPI000DBFE618	UniRef90_A0A328N1S5
UPI000DC020C7	UniRef90_A0A328N1S5
UPI000DC02E76	UniRef90_A0A328N1S5
UPI000DC379E7	UniRef90_A0A328N1S5
A0A1C4YGY9	UniRef90_A0A1C4YGY9
A0A3N9W9M2	UniRef90_A0A1C4YGY9
A0A3N9YC09	UniRef90_A0A1C4YGY9
A0A318NDN8	UniRef90_A0A1C4YGY9
A0A328NIW1	UniRef90_A0A1C4YGY9
A0A328N742	UniRef90_A0A1C4YGY9
A0A1C4XIH8	UniRef90_A0A1C4YGY9
A0A1C5H6E9	UniRef90_A0A1C4YGY9
UPI0009DEC5C5	UniRef90_A0A1C4YGY9
UPI000DC010F3	UniRef90_A0A1C4YGY9
UPI00102C26B5	UniRef90_A0A1C4YGY9
UPI000DBFEBCB	UniRef90_A0A1C4YGY9
UPI0004C40E46	UniRef90_A0A1C4YGY9
UPI000DD8B99C	UniRef90_A0A1C4YGY9
UPI000DBFB3E3	UniRef90_A0A1C4YGY9
UPI000B87B28D	UniRef90_A0A1C4YGY9
UPI000DC48017	UniRef90_A0A1C4YGY9
UPI000DC27151	UniRef90_A0A1C4YGY9
UPI000DC5C584	UniRef90_A0A1C4YGY9
UPI000B5AE524	UniRef90_A0A1C4YGY9
I0L008	UniRef90_I0L008
A0A1C4Z1F4	UniRef90_I0L008
A0A3N9WV20	UniRef90_I0L008
A0A318NU06	UniRef90_I0L008
A0A3N9XT10	UniRef90_I0L008
A0A2G6XH84	UniRef90_I0L008
A0A3N9WIY1	UniRef90_I0L008
A0A1C5H9H7	UniRef90_I0L008
A0A328N0A2	UniRef90_I0L008
A0A328NK95	UniRef90_I0L008
A0A1C4XL38	UniRef90_I0L008
UPI0004C43F2F	UniRef90_I0L008
UPI000DBF477E	UniRef90_I0L008
UPI000DBF8B89	UniRef90_I0L008
UPI000DC258B9	UniRef90_I0L008
A0A328MX46	UniRef90_A0A328MX46
A0A3N9XMM6	UniRef90_A0A328MX46
A0A3N9WBI2	UniRef90_A0A328MX46
A0A328NZU1	UniRef90_A0A328MX46
A0A1C5ABT3	UniRef90_A0A328MX46
A0A3N9XCH0	UniRef90_A0A328MX46
A0A318NFX9	UniRef90_A0A328MX46
A0A1C4Y939	UniRef90_A0A328MX46
UPI0004C01AB9	UniRef90_A0A328MX46
UPI0004C30290	UniRef90_A0A328MX46
UPI000DBF45E5	UniRef90_A0A328MX46
UPI000DBFB9C1	UniRef90_A0A328MX46
UPI000DBFF218	UniRef90_A0A328MX46
UPI000DC3F903	UniRef90_A0A328MX46
UPI000DC5901D	UniRef90_A0A328MX46
UPI000DC5A580	UniRef90_A0A328MX46
UPI00102C0063	UniRef90_A0A328MX46
A0A3N9XSU8	UniRef90_A0A3N9XSU8
A0A328N7M0	UniRef90_A0A3N9XSU8
A0A1C4XII8	UniRef90_A0A3N9XSU8
A0A1C4Z359	UniRef90_A0A3N9XSU8
A0A3N9WUW6	UniRef90_A0A3N9XSU8
A0A3N9WRE1	UniRef90_A0A3N9XSU8
A0A1C5H6V6	UniRef90_A0A3N9XSU8
A0A328NKI1	UniRef90_A0A3N9XSU8
A0A2G6XH43	UniRef90_A0A3N9XSU8
UPI000DBFBD3E	UniRef90_A0A3N9XSU8
UPI000DBFD244	UniRef90_A0A3N9XSU8
UPI000DC041FA	UniRef90_A0A3N9XSU8
UPI000DC202DA	UniRef90_A0A3N9XSU8
UPI0004C42E65	UniRef90_A0A3N9XSU8
UPI0004C08A58	UniRef90_A0A3N9XSU8
UPI000DBFC451	UniRef90_A0A3N9XSU8
UPI00102C56DC	UniRef90_A0A3N9XSU8
A0A1C5A9F0	UniRef90_A0A1C5A9F0
A0A1C4X9X3	UniRef90_A0A1C4X9X3
A0A1C5BD22	UniRef90_A0A1C5BD22
A0A2Z5JLA4	UniRef90_A0A1C5BD22
A0A1C5EWC2	UniRef90_A0A1C5EWC2
A0A1C5GK56	UniRef90_A0A1C5GK56
A0A1C5EWV9	UniRef90_A0A1C5EWV9
A0A1C4YU51	UniRef90_A0A1C4YU51
A0A1C4Y2A6	UniRef90_A0A1C4Y2A6
A0A1C6TK71	UniRef90_A0A1C4Y2A6
A0A1C4Z0U6	UniRef90_A0A1C4Z0U6
A0A1C5GJR6	UniRef90_A0A1C5GJR6
A0A1C4Z0I9	UniRef90_A0A1C4Z0I9
A0A1C4YK21	UniRef90_A0A1C4YK21
UPI000B877AA2	UniRef90_A0A1C4YK21
A0A1C4X505	UniRef90_A0A1C4X505
A0A1C5GJL4	UniRef90_A0A1C5GJL4
UPI000B77DF0E	UniRef90_A0A1C5GJL4
A0A1C4Z091	UniRef90_A0A1C4Z091
A0A1C4YVQ2	UniRef90_A0A1C4YVQ2
UPI000B5AFDC5	UniRef90_A0A1C4YVQ2
A0A2P8ATG4	UniRef90_A0A2P8ATG4
A0A1C6V1B4	UniRef90_A0A2P8ATG4
A0A1C4ZAR5	UniRef90_A0A2P8ATG4
A0A1C6UTN4	UniRef90_A0A1C6UTN4
A0A2D0AXI7	UniRef90_A0A1C6UTN4
A0A1C4Y079	UniRef90_A0A1C6UTN4
A0A1S8XNH1	UniRef90_A0A1C6UTN4
A0A385AZ70	UniRef90_A0A385AZ70
A0A365V0H7	UniRef90_A0A385AZ70
A0A3M9KYT4	UniRef90_A0A385AZ70
A0A1Q5HN97	UniRef90_A0A385AZ70
D9T230	UniRef90_A0A385AZ70
A0A386WKQ7	UniRef90_A0A385AZ70
A0A1C4Y5T7	UniRef90_A0A385AZ70
A0A366L4H8	UniRef90_A0A385AZ70
A0A3E1YYZ9	UniRef90_A0A385AZ70
A0A1S1WR20	UniRef90_A0A385AZ70
W7VCA6	UniRef90_A0A385AZ70
UPI0004C3E5C2	UniRef90_A0A385AZ70
UPI0001C45C75	UniRef90_A0A385AZ70
UPI0004BFDF09	UniRef90_A0A385AZ70
UPI0009E498D3	UniRef90_A0A385AZ70
UPI0009F2742A	UniRef90_A0A385AZ70
UPI000E0DDCDC	UniRef90_A0A385AZ70
UPI000EF58716	UniRef90_A0A385AZ70
UPI001075C964	UniRef90_A0A385AZ70
UPI0005BDA01E	UniRef90_A0A385AZ70
UPI0007DB66D7	UniRef90_A0A385AZ70
UPI00083CFD1B	UniRef90_A0A385AZ70
UPI000CE386C2	UniRef90_A0A385AZ70
D9T7X9	UniRef90_D9T7X9
W7VRD0	UniRef90_D9T7X9
A0A366L6T3	UniRef90_D9T7X9
A0A3E1Z135	UniRef90_D9T7X9
A0A385ASQ5	UniRef90_D9T7X9
A0A2T3VHZ2	UniRef90_D9T7X9
A0A1C6SIQ1	UniRef90_D9T7X9
A0A3M9KWK7	UniRef90_D9T7X9
A0A1S1WD58	UniRef90_D9T7X9
A0A1Q5HKZ0	UniRef90_D9T7X9
A0A386WNH5	UniRef90_D9T7X9
A0A1C4X019	UniRef90_D9T7X9
A0A365UTH1	UniRef90_D9T7X9
UPI0004C3B429	UniRef90_D9T7X9
UPI0007DB64A6	UniRef90_D9T7X9
UPI00083DDCA3	UniRef90_D9T7X9
UPI000CE49F37	UniRef90_D9T7X9
UPI0001C47694	UniRef90_D9T7X9
UPI0004C07419	UniRef90_D9T7X9
UPI00064C41D4	UniRef90_D9T7X9
UPI000B78F6D2	UniRef90_D9T7X9
UPI000E0D43EC	UniRef90_D9T7X9
UPI000EF5EE26	UniRef90_D9T7X9
UPI001075AC8A	UniRef90_D9T7X9
A0A1K2FQ45	UniRef90_A0A1K2FQ45
A0A2N0JIR7	UniRef90_A0A1K2FQ45
A0A1H4MBG3	UniRef90_A0A1K2FQ45
A0A1J4Q728	UniRef90_A0A1K2FQ45
A0A426RWJ9	UniRef90_A0A1K2FQ45
A0A1C5E994	UniRef90_A0A1K2FQ45
A0A1X4H6S1	UniRef90_A0A1K2FQ45
A0A2I0SY84	UniRef90_A0A1K2FQ45
A0A1H5PTK4	UniRef90_A0A1K2FQ45
A0A327ULZ8	UniRef90_A0A1K2FQ45
A0A1J4NNM9	UniRef90_A0A1K2FQ45
UPI00055D2D3D	UniRef90_A0A1K2FQ45
UPI000FFE7232	UniRef90_A0A1K2FQ45
UPI0005671713	UniRef90_A0A1K2FQ45
UPI0006287CB9	UniRef90_A0A1K2FQ45
UPI000A382FC1	UniRef90_A0A1K2FQ45
UPI0006918C93	UniRef90_A0A1K2FQ45
UPI001044B7E0	UniRef90_A0A1K2FQ45
UPI001055E93E	UniRef90_A0A1K2FQ45
A0A1C5HHH1	UniRef90_A0A1C5HHH1
A0A1C4X964	UniRef90_A0A1C5HHH1
A0A2D0AXC9	UniRef90_A0A1C5HHH1
UPI000B5AE589	UniRef90_A0A1C5HHH1
UPI000B89FE11	UniRef90_A0A1C5HHH1
D9T723	UniRef90_D9T723
A0A386WIJ1	UniRef90_D9T723
A0A1S1WEP1	UniRef90_D9T723
A0A1C4WZY0	UniRef90_D9T723
A0A365V3C9	UniRef90_D9T723
A0A366L9C1	UniRef90_D9T723
A0A3E1Z0H9	UniRef90_D9T723
A0A3M9KWL8	UniRef90_D9T723
A0A1C6SIZ6	UniRef90_D9T723
W7V9S3	UniRef90_D9T723
UPI000EF57454	UniRef90_D9T723
UPI0001C472F4	UniRef90_D9T723
UPI001075A55E	UniRef90_D9T723
UPI0004C1B6EE	UniRef90_D9T723
UPI00064C45B8	UniRef90_D9T723
UPI0007DB3853	UniRef90_D9T723
UPI000E0D2B82	UniRef90_D9T723
UPI000CE37319	UniRef90_D9T723
UPI000A00923B	UniRef90_D9T723
A0A2G6XN62	UniRef90_A0A2G6XN62
A0A328NAE6	UniRef90_A0A2G6XN62
A0A1C4XFT5	UniRef90_A0A2G6XN62
A0A1C5ICY3	UniRef90_A0A2G6XN62
A0A3N9Y8F8	UniRef90_A0A2G6XN62
A0A3N9WFI6	UniRef90_A0A2G6XN62
A0A1C4WPM4	UniRef90_A0A2G6XN62
UPI000689D6B0	UniRef90_A0A2G6XN62
UPI000DBFA754	UniRef90_A0A2G6XN62
UPI000DBFB201	UniRef90_A0A2G6XN62
UPI000DC024D0	UniRef90_A0A2G6XN62
UPI000DC435AF	UniRef90_A0A2G6XN62
UPI000DC4B0D6	UniRef90_A0A2G6XN62
UPI00102B5212	UniRef90_A0A2G6XN62
A0A1C4Z306	UniRef90_A0A1C4Z306
A0A1C5BDH4	UniRef90_A0A1C5BDH4
A0A2Z5JND8	UniRef90_A0A1C5BDH4
A0A1C4Y2B0	UniRef90_A0A1C4Y2B0
A0A1C5HH65	UniRef90_A0A1C5HH65
A0A2D0AXC7	UniRef90_A0A1C5HH65
A0A1C4X8T9	UniRef90_A0A1C5HH65
UPI000B824170	UniRef90_A0A1C5HH65
A0A1C5H8R5	UniRef90_A0A1C5H8R5
A0A2G6XJT0	UniRef90_A0A1C5H8R5
A0A1C4XMZ2	UniRef90_A0A1C5H8R5
A0A328NIJ1	UniRef90_A0A1C5H8R5
UPI0004C2372F	UniRef90_A0A1C5H8R5
UPI000DC00B6D	UniRef90_A0A1C5H8R5
UPI000DC23DA4	UniRef90_A0A1C5H8R5
UPI000DC364B0	UniRef90_A0A1C5H8R5
UPI000DC37051	UniRef90_A0A1C5H8R5
A0A1C4Z3T3	UniRef90_A0A1C4Z3T3
A0A385AZ28	UniRef90_A0A385AZ28
A0A365V178	UniRef90_A0A385AZ28
W7VFH4	UniRef90_A0A385AZ28
A0A366L4Y9	UniRef90_A0A385AZ28
A0A3E1YY27	UniRef90_A0A385AZ28
A0A1C6SSZ2	UniRef90_A0A385AZ28
A0A1Q5HN11	UniRef90_A0A385AZ28
A0A386WL75	UniRef90_A0A385AZ28
A0A1C4Y5S7	UniRef90_A0A385AZ28
D9T228	UniRef90_A0A385AZ28
A0A3M9KZ61	UniRef90_A0A385AZ28
A0A1S1WEL9	UniRef90_A0A385AZ28
UPI0004C3E96B	UniRef90_A0A385AZ28
UPI000CE34C7A	UniRef90_A0A385AZ28
UPI000E0DA75F	UniRef90_A0A385AZ28
UPI000EF5FCB4	UniRef90_A0A385AZ28
UPI001075B850	UniRef90_A0A385AZ28
A0A1C4XKX9	UniRef90_A0A1C4XKX9
A0A1C5A388	UniRef90_A0A1C4XKX9
A0A1C5HQE2	UniRef90_A0A1C4XKX9
A0A246RK88	UniRef90_A0A1C4XKX9
UPI000B5288EC	UniRef90_A0A1C4XKX9
UPI000A0555A0	UniRef90_A0A1C4XKX9
UPI000B5AD2F4	UniRef90_A0A1C4XKX9
A0A1X4H7D2	UniRef90_A0A1X4H7D2
A0A3R8Q6I2	UniRef90_A0A1X4H7D2
A0A1C5EWM9	UniRef90_A0A1X4H7D2
UPI00056A0AEA	UniRef90_A0A1X4H7D2
UPI000A380BDD	UniRef90_A0A1X4H7D2
UPI000FFF2E95	UniRef90_A0A1X4H7D2
A0A1C5J242	UniRef90_A0A1C5J242
A0A1C4WRS2	UniRef90_A0A1C5J242
UPI000B5AFF64	UniRef90_A0A1C5J242
UPI000B81D16D	UniRef90_A0A1C5J242
A0A1C4X864	UniRef90_A0A1C4X864
A0A1C5GJA9	UniRef90_A0A1C5GJA9
A0A1C5E006	UniRef90_A0A1C5E006
A0A426S8F1	UniRef90_A0A1C5E006
UPI000B851D70	UniRef90_A0A1C5E006
UPI00068F7CC5	UniRef90_A0A1C5E006
UPI000F64BC30	UniRef90_A0A1C5E006
A0A2G6XN98	UniRef90_A0A2G6XN98
A0A1C4XE95	UniRef90_A0A2G6XN98
A0A1C4Z0R6	UniRef90_A0A1C4Z0R6
A0A1C4Z0T2	UniRef90_A0A1C4Z0T2
A0A1C5DZF8	UniRef90_A0A1C5DZF8
A0A3R8QC99	UniRef90_A0A1C5DZF8
UPI00068991B6	UniRef90_A0A1C5DZF8
UPI000F653C71	UniRef90_A0A1C5DZF8
A0A1X4H734	UniRef90_A0A1X4H734
A0A3R8S707	UniRef90_A0A1X4H734
A0A1C5EWQ0	UniRef90_A0A1X4H734
UPI000568746A	UniRef90_A0A1X4H734
UPI00081E9494	UniRef90_A0A1X4H734
UPI000A3CB333	UniRef90_A0A1X4H734
UPI000F647BFA	UniRef90_A0A1X4H734
UPI000FFF2704	UniRef90_A0A1X4H734
A0A1C5GLL4	UniRef90_A0A1C5GLL4
A0A1C4Z0I4	UniRef90_A0A1C4Z0I4
UPI000BA1BE2B	UniRef90_A0A1C4Z0I4
A0A1C4XFK9	UniRef90_A0A1C4XFK9
A0A318NSQ7	UniRef90_A0A1C4XFK9
A0A2G6XHD4	UniRef90_A0A2G6XHD4
A0A3N9WR82	UniRef90_A0A2G6XHD4
A0A1C5H6L7	UniRef90_A0A2G6XHD4
A0A328N753	UniRef90_A0A2G6XHD4
A0A1C4XIH6	UniRef90_A0A2G6XHD4
A0A328NIW3	UniRef90_A0A2G6XHD4
A0A3N9WUG5	UniRef90_A0A2G6XHD4
A0A3N9XSJ2	UniRef90_A0A2G6XHD4
UPI000DBF787A	UniRef90_A0A2G6XHD4
UPI000DC050F7	UniRef90_A0A2G6XHD4
UPI000DC3AF2E	UniRef90_A0A2G6XHD4
UPI00102BDADF	UniRef90_A0A2G6XHD4
A0A1C4Z7H7	UniRef90_A0A1C4Z7H7
A0A3A9ZHP2	UniRef90_A0A1C4Z7H7
A0A1C4Y9X8	UniRef90_A0A1C4Y9X8
A0A3N9XPY5	UniRef90_A0A1C4Y9X8
UPI0004C2D288	UniRef90_A0A1C4Y9X8
A0A1C5EWP0	UniRef90_A0A1C5EWP0
A0A1C5DH09	UniRef90_A0A1C5DH09
I0KW30	UniRef90_I0KW30
A0A3N9XC99	UniRef90_I0KW30
A0A318NNV8	UniRef90_I0KW30
A0A1C4XET6	UniRef90_I0KW30
UPI00102BE954	UniRef90_I0KW30
A0A1C4XQ33	UniRef90_A0A1C4XQ33
A0A1C5HWY3	UniRef90_A0A1C5HWY3
A0A1C4Z3T5	UniRef90_A0A1C5HWY3
A0A1C4XLB0	UniRef90_A0A1C4XLB0
A0A1C5DKZ4	UniRef90_A0A1C5DKZ4
A0A3N9W9E3	UniRef90_A0A3N9W9E3
A0A328N548	UniRef90_A0A3N9W9E3
A0A1C4ZTC4	UniRef90_A0A3N9W9E3
A0A328NLF3	UniRef90_A0A3N9W9E3
A0A1C4YGW0	UniRef90_A0A3N9W9E3
A0A3N9X5P6	UniRef90_A0A3N9W9E3
A0A3L7B5F5	UniRef90_A0A3N9W9E3
A0A3N9XQ46	UniRef90_A0A3N9W9E3
UPI000DD6812E	UniRef90_A0A3N9W9E3
UPI000DD7907D	UniRef90_A0A3N9W9E3
UPI000DDB6084	UniRef90_A0A3N9W9E3
UPI000DDB7A95	UniRef90_A0A3N9W9E3
UPI00102AA183	UniRef90_A0A3N9W9E3
UPI0004C3DB3A	UniRef90_A0A3N9W9E3
UPI0009E09425	UniRef90_A0A3N9W9E3
UPI000DD82E2C	UniRef90_A0A3N9W9E3
UPI000DD930EB	UniRef90_A0A3N9W9E3
UPI000DD7117B	UniRef90_A0A3N9W9E3
UPI000DD5519E	UniRef90_A0A3N9W9E3
UPI000B5AE9D2	UniRef90_A0A3N9W9E3
UPI000B82ABA6	UniRef90_A0A3N9W9E3
UPI000DD6CE4C	UniRef90_A0A3N9W9E3
A0A1C4XB25	UniRef90_A0A1C4XB25
UPI0009DB8723	UniRef90_A0A1C4XB25
UPI000B80D23C	UniRef90_A0A1C4XB25
A0A1C5GJ96	UniRef90_A0A1C5GJ96
UPI000B82978E	UniRef90_A0A1C5GJ96
UPI000B773FC8	UniRef90_A0A1C5GJ96
A0A1C5JTG7	UniRef90_A0A1C5JTG7
A0A1C5AKM6	UniRef90_A0A1C5JTG7
A0A1C5JQS5	UniRef90_A0A1C5JQS5
A0A1C5H367	UniRef90_A0A1C5H367
A0A1C4ZRC6	UniRef90_A0A1C4ZRC6
A0A1C5GQR0	UniRef90_A0A1C5GQR0
A0A2G6XEW4	UniRef90_A0A1C5GQR0
A0A1C5HR94	UniRef90_A0A1C5HR94
UPI000B5AF7A6	UniRef90_A0A1C5HR94
A0A1C5D3L6	UniRef90_A0A1C5D3L6
A0A1C5AXP7	UniRef90_A0A1C5AXP7
A0A1C5FPF9	UniRef90_A0A1C5FPF9
A0A1C5F5H0	UniRef90_A0A1C5F5H0
A0A1C5AZ09	UniRef90_A0A1C5AZ09
UPI0009F3A319	UniRef90_A0A1C5AZ09
A0A1C5H466	UniRef90_A0A1C5H466
A0A2G6XJ74	UniRef90_A0A1C5H466
A0A3N9X263	UniRef90_A0A1C5H466
UPI0004BEE166	UniRef90_A0A1C5H466
UPI000DDBF97E	UniRef90_A0A1C5H466
A0A1C5CSJ7	UniRef90_A0A1C5CSJ7
UPI00082A1709	UniRef90_A0A1C5CSJ7
A0A1C5G723	UniRef90_A0A1C5G723
A0A2N3Z0I6	UniRef90_A0A1C5G723
UPI000C713A2A	UniRef90_A0A1C5G723
A0A1C5DQY3	UniRef90_A0A1C5DQY3
UPI000833D020	UniRef90_A0A1C5DQY3
UPI0006268299	UniRef90_A0A1C5DQY3
A0A1C5AUG2	UniRef90_A0A1C5AUG2
A0A0D0V5S0	UniRef90_A0A1C5AUG2
A0A1S8XVC3	UniRef90_A0A1C5AUG2
A0A1C4WNQ7	UniRef90_A0A1C5AUG2
A0A1C5AX66	UniRef90_A0A1C5AX66
UPI0004C0C723	UniRef90_A0A1C5AX66
UPI0009F4067E	UniRef90_A0A1C5AX66
A0A1C5AL15	UniRef90_A0A1C5AL15
A0A1C5AUI8	UniRef90_A0A1C5AUI8
UPI000B80C170	UniRef90_A0A1C5AUI8
A0A1C5G718	UniRef90_A0A1C5G718
A0A2N3Z0I9	UniRef90_A0A1C5G718
UPI001052DE30	UniRef90_A0A1C5G718
A0A1C5H3Q9	UniRef90_A0A1C5H3Q9
A0A328NTX7	UniRef90_A0A1C5H3Q9
A0A2G6XGS8	UniRef90_A0A1C5H3Q9
A0A3N9X1V3	UniRef90_A0A1C5H3Q9
UPI0004BE97C1	UniRef90_A0A1C5H3Q9
A0A1C4ZU48	UniRef90_A0A1C4ZU48
A0A1C5ANJ3	UniRef90_A0A1C5ANJ3
A0A246RTR5	UniRef90_A0A1C5ANJ3
A0A1C5JAL7	UniRef90_A0A1C5JAL7
A0A1C5HB00	UniRef90_A0A1C5JAL7
A0A1C6VKP4	UniRef90_A0A1C6VKP4
A0A2N3Z345	UniRef90_A0A1C6VKP4
A0A1C5G541	UniRef90_A0A1C6VKP4
A0A1C6VPG5	UniRef90_A0A1C6VKP4
UPI0010474972	UniRef90_A0A1C6VKP4
UPI000EADC76C	UniRef90_A0A1C6VKP4
A0A1C6VKN9	UniRef90_A0A1C6VKN9
A0A1C5G519	UniRef90_A0A1C6VKN9
A0A2N3Z356	UniRef90_A0A1C6VKN9
A0A1C6VPH1	UniRef90_A0A1C6VKN9
UPI000EACF793	UniRef90_A0A1C6VKN9
UPI00104E5144	UniRef90_A0A1C6VKN9
A0A2T3VL29	UniRef90_A0A2T3VL29
A0A1C5JPW3	UniRef90_A0A2T3VL29
UPI000B78FCC6	UniRef90_A0A2T3VL29
A0A2G6XGP5	UniRef90_A0A2G6XGP5
A0A3N9XI49	UniRef90_A0A2G6XGP5
A0A1C5H555	UniRef90_A0A2G6XGP5
A0A1C5HZ98	UniRef90_A0A1C5HZ98
A0A109IMD1	UniRef90_A0A1C5HZ98
A0A1C5AJE6	UniRef90_A0A1C5HZ98
A0A246RSV1	UniRef90_A0A1C5HZ98
A0A1C6RJ77	UniRef90_A0A1C6RJ77
A0A3A9ZS89	UniRef90_A0A1C6RJ77
A0A1C5H0P5	UniRef90_A0A1C6RJ77
A0A317K031	UniRef90_A0A1C6RJ77
A0A1C5IKB6	UniRef90_A0A1C5IKB6
A0A1C5JZ27	UniRef90_A0A1C5IKB6
UPI000B842A67	UniRef90_A0A1C5IKB6
A0A1C5E4S2	UniRef90_A0A1C5E4S2
UPI000625C772	UniRef90_A0A1C5E4S2
UPI000834605C	UniRef90_A0A1C5E4S2
A0A1C5G8W5	UniRef90_A0A1C5G8W5
A0A317CZ17	UniRef90_A0A1C5G8W5
UPI000EAB4D39	UniRef90_A0A1C5G8W5
A0A1C5HEK4	UniRef90_A0A1C5HEK4
A0A317KPL6	UniRef90_A0A1C5HEK4
A0A1C4ZB80	UniRef90_A0A1C4ZB80
UPI000B5AD1AA	UniRef90_A0A1C4ZB80
A0A1C4ZBL2	UniRef90_A0A1C4ZBL2
A0A1C6S970	UniRef90_A0A1C4ZBL2
A0A1C6SFB0	UniRef90_A0A1C4ZBL2
A0A1C5AYC4	UniRef90_A0A1C5AYC4
A0A0D0X6V7	UniRef90_A0A1C5AYC4
A0A385ATT0	UniRef90_A0A1C5AYC4
UPI0006985573	UniRef90_A0A1C5AYC4
UPI000E307BA0	UniRef90_A0A1C5AYC4
A0A2N3Z097	UniRef90_A0A2N3Z097
